gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue,,,,
728349069,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143333,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe insipida,,SPECIES,Hygrocybe insipida (J.E.Lange ex S.Lundell) M.M.Moser,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538655,2538655,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.641Z,,COORDINATE_ROUNDED,,,,
728349068,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143332,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica,,SPECIES,Hygrocybe conica (Schaeff.) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538524,2538524,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.634Z,,COORDINATE_ROUNDED,,,,
728349067,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143331,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe punicea,,SPECIES,Hygrocybe punicea (Fr.) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538552,2538552,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.682Z,,COORDINATE_ROUNDED,,,,
728349066,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143330,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe coccinea,,SPECIES,Hygrocybe coccinea (Schaeff.) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538445,2538445,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.654Z,,COORDINATE_ROUNDED,,,,
728349065,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143329,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe miniata,,SPECIES,Hygrocybe miniata (Fr.) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538580,2538580,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.675Z,,COORDINATE_ROUNDED,,,,
728349064,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143328,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe reidii,,SPECIES,Hygrocybe reidii Kühner,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,8369786,8369786,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.678Z,,COORDINATE_ROUNDED,,,,
728349063,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143327,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe ceracea,,SPECIES,Hygrocybe ceracea (Wulfen) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2538644,2538644,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.627Z,,COORDINATE_ROUNDED,,,,
728349062,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143326,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma corvinum,,SPECIES,Entoloma corvinum (Kühner) Noordel.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2539545,2539545,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:04.956Z,,COORDINATE_ROUNDED,,,,
728349061,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143325,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma fernandae,,SPECIES,Entoloma fernandae (Romagn.) Noordel.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2539365,2539365,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:04.996Z,,COORDINATE_ROUNDED,,,,
728349060,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143324,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma conferendum,conferendum,VARIETY,Entoloma conferendum var. conferendum,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,7244245,3346023,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:04.938Z,,COORDINATE_ROUNDED,,,,
728349059,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143323,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma infula,infula,VARIETY,Entoloma infula var. infula,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,3346528,3346529,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:04.985Z,,COORDINATE_ROUNDED,,,,
728349058,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143322,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma pratulense,,SPECIES,Entoloma pratulense Noordel.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2539381,2539381,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:04.989Z,,COORDINATE_ROUNDED,,,,
728349057,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143321,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Microglossum,Microglossum olivaceum,,SPECIES,Microglossum olivaceum (Pers.) Gillet,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,7245703,7245703,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:37:53.097Z,,COORDINATE_ROUNDED,,,,
728349056,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143320,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Trichoglossum hirsutum,,SPECIES,Trichoglossum hirsutum (Pers.) Boud.,1907,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,8639914,8639914,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:42:09.164Z,,COORDINATE_ROUNDED,,,
728349055,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143319,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis fusiformis,,SPECIES,Clavulinopsis fusiformis (Sowerby) Corner,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,5244486,5244486,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.629Z,,COORDINATE_ROUNDED,,,,
728349054,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143318,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis corniculata,,SPECIES,Clavulinopsis corniculata (Schaeff.) Corner,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,5244431,5244431,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.534Z,,COORDINATE_ROUNDED,,,,
728349053,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143317,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Dermoloma,Dermoloma cuneifolium,,SPECIES,Dermoloma cuneifolium (Fr.) Singer ex Bon,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2531882,2531882,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:53.442Z,,COORDINATE_ROUNDED,,,,
728349052,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143316,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe fragrans,,SPECIES,Clitocybe fragrans (With.) P.Kumm.,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,2531088,2531088,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.766Z,,COORDINATE_ROUNDED,,,,
728349051,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143315,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystoderma,Cystoderma amianthinum,,SPECIES,Cystoderma amianthinum (Scop.) Fayod,IE,Clonmantagh Hill,d2b97690-bfd6-11de-b279-d52977ace833,52.724082,-7.479025,100,,,,,,1999-10-15T00:00:00Z,15,10,1999,5243525,5243525,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:51.214Z,,COORDINATE_ROUNDED,,,,
728349050,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143314,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Porpolomopsis,Porpolomopsis calyptriformis,calyptriformis,VARIETY,Hygrocybe calyptriformis var. calyptriformis,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,3345481,5955209,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.630Z,,COORDINATE_ROUNDED,,,,
728349049,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143313,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe punicea,,SPECIES,Hygrocybe punicea (Fr.) P.Kumm.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538552,2538552,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.660Z,,COORDINATE_ROUNDED,,,,
728349048,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143312,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica,,SPECIES,Hygrocybe conica (Schaeff.) P.Kumm.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538524,2538524,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.634Z,,COORDINATE_ROUNDED,,,,
728349047,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143311,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus,fuscescens,VARIETY,Hygrocybe virginea var. fuscescens (Bres.) Arnolds,1986,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,3345283,3345381,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.679Z,,COORDINATE_ROUNDED,,,
728349046,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143310,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus,ochraceopallida,VARIETY,Hygrocybe virginea var. ochraceopallida (P.D.Orton) Boertm.,1995,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,3345167,3345381,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.681Z,,COORDINATE_ROUNDED,,,
728349045,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143309,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus,virginea,VARIETY,Hygrocybe virginea var. virginea,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,7187241,3345381,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.680Z,,COORDINATE_ROUNDED,,,,
728349044,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143308,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe russocoriacea,,SPECIES,Hygrocybe russocoriacea (Berk. & Jos.K.Mill.) P.D.Orton & Watling,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538568,2538568,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.686Z,,COORDINATE_ROUNDED,,,,
728349043,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143307,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,Gliophorus psittacinus,psittacina,VARIETY,Hygrocybe psittacina var. psittacina,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,3345397,3345400,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.677Z,,COORDINATE_ROUNDED,,,,
728349042,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143306,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe coccinea,,SPECIES,Hygrocybe coccinea (Schaeff.) P.Kumm.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538445,2538445,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.653Z,,COORDINATE_ROUNDED,,,,
728349041,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143305,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus pratensis,pratensis,VARIETY,Hygrocybe pratensis var. pratensis,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,7187238,3291564,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.673Z,,COORDINATE_ROUNDED,,,,
728349040,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143304,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,Gliophorus irrigatus,,SPECIES,Hygrocybe irrigata (Pers.) Bon,1976,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,9148289,8097905,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.660Z,,COORDINATE_ROUNDED,,,
728349039,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143303,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe chlorophana,,SPECIES,Hygrocybe chlorophana (Fr.) Wünsche,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538630,2538630,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.605Z,,COORDINATE_ROUNDED,,,,
728349038,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143302,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe radiata,,SPECIES,Hygrocybe radiata Arnolds,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538585,2538585,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.680Z,,COORDINATE_ROUNDED,,,,
728349037,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143301,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe miniata,,SPECIES,Hygrocybe miniata (Fr.) P.Kumm.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538580,2538580,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.663Z,,COORDINATE_ROUNDED,,,,
728349036,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143300,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe insipida,,SPECIES,Hygrocybe insipida (J.E.Lange ex S.Lundell) M.M.Moser,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2538655,2538655,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:36:49.631Z,,COORDINATE_ROUNDED,,,,
728349035,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143299,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis corniculata,,SPECIES,Clavulinopsis corniculata (Schaeff.) Corner,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,5244431,5244431,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.577Z,,COORDINATE_ROUNDED,,,,
728349034,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143298,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis helvola,,SPECIES,Clavulinopsis helvola (Pers.) Corner,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,9117445,9117445,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.557Z,,COORDINATE_ROUNDED,,,,
728349033,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143297,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis fusiformis,,SPECIES,Clavulinopsis fusiformis (Sowerby) Corner,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,5244486,5244486,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:35:07.567Z,,COORDINATE_ROUNDED,,,,
728349032,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143296,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena pura,,SPECIES,Mycena pura (Pers.) P.Kumm.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,2527219,2527219,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:38:05.587Z,,COORDINATE_ROUNDED,,,,
728349031,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143295,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Melanoleuca humilis,,SPECIES,Melanoleuca humilis (Pers.) Pat.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,9026192,9026192,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:37:36.024Z,,COORDINATE_ROUNDED,,,,
728349030,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.94798719618143294,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria hypoxylon,,SPECIES,Xylaria hypoxylon (L.) Grev.,IE,Curragh (North),d2b97690-bfd6-11de-b279-d52977ace833,53.166773,-6.856885,1000,,,,,,1999-10-28T00:00:00Z,28,10,1999,5255147,5255147,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,9.47987196181433E+016,,,CC_BY_4_0,,Roland McHugh,,,2018-07-07T15:42:32.662Z,,COORDINATE_ROUNDED,,,,
