gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue,,,,
1229931592,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807781,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Chondrostereum,Chondrostereum purpureum,,SPECIES,Chondrostereum purpureum (Pers.) Pouzar,IE,Curragheen River Walkway, Carrigrohane, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.891899,-8.525814,100,,,,,,2014-12-07T00:00:00Z,7,12,2014,2532944,2532944,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.681Z,,COORDINATE_ROUNDED,,
1229931591,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807790,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,Sraleigh, Waterfall, Co. Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.84764,-8.573186,100,,,,,,2014-11-20T00:00:00Z,20,11,2014,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.823Z,,COORDINATE_ROUNDED,,
1229931590,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807801,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,,SPECIES,Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson,IE,Curragheen River Walkway, Carrigrohane, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.891879,-8.530172,100,,,,,,2014-12-07T00:00:00Z,7,12,2014,2534578,2534578,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-09T10:18:00.482Z,,COORDINATE_ROUNDED,
1229931589,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807793,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus confluens,,SPECIES,Collybia confluens (Pers.) P.Kumm.,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.884617,-8.546062,100,,,,,,2014-10-21T00:00:00Z,21,10,2014,2537562,9022347,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:39.493Z,,COORDINATE_ROUNDED,,
1229931588,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807798,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,,SPECIES,Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson,IE,Curragheen River, Rossbrook, Model Farm Road,d2b97690-bfd6-11de-b279-d52977ace833,51.890029,-8.54177,100,,,,,,2014-01-21T00:00:00Z,21,1,2014,2534578,2534578,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:40.392Z,,COORDINATE_ROUNDED,
1229931587,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807791,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,An Doire, Ballinahina, White's Cross,d2b97690-bfd6-11de-b279-d52977ace833,51.961296,-8.480072,100,,,,,,2015-10-28T00:00:00Z,28,10,2015,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.894Z,,COORDINATE_ROUNDED,,
1229931586,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,,SPECIES,Coprinus comatus (O.F.Müll.) Pers.,IE,Ballynahina, Co. Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.961296,-8.480072,100,,,,,,2014-10-24T00:00:00Z,24,10,2014,7987658,7987658,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:40.193Z,,COORDINATE_ROUNDED,,,
1229931585,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807782,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Chondrostereum,Chondrostereum purpureum,,SPECIES,Chondrostereum purpureum (Pers.) Pouzar,IE,Carrigrohane Road sports grounds, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.894614,-8.521488,100,,,,,,2015-01-05T00:00:00Z,5,1,2015,2532944,2532944,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.695Z,,COORDINATE_ROUNDED,,,
1229931584,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807777,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum rachodes,,SPECIES,Chlorophyllum rhacodes (Vittad.) Vellinga,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.885516,-8.546073,100,,,,,,2014-10-26T00:00:00Z,26,10,2014,5955395,6014677,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.718Z,,COORDINATE_ROUNDED,,
1229931583,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807792,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,Moanbaun Wood, Watergrasshill,d2b97690-bfd6-11de-b279-d52977ace833,52.004124,-8.302879,100,,,,,,2015-10-26T00:00:00Z,26,10,2015,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.673Z,,COORDINATE_ROUNDED,,,
1229931582,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807778,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum rachodes,,SPECIES,Chlorophyllum rhacodes (Vittad.) Vellinga,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.88459,-8.551871,100,,,,,,2014-11-04T00:00:00Z,4,11,2014,5955395,6014677,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.561Z,,COORDINATE_ROUNDED,,
1229931581,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807799,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,,SPECIES,Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson,IE,Curragheen River Walkway, North of Model Farm Road,d2b97690-bfd6-11de-b279-d52977ace833,51.892817,-8.521467,100,,,,,,2014-03-13T00:00:00Z,13,3,2014,2534578,2534578,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:40.609Z,,COORDINATE_ROUNDED,,
1229931580,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807760,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans,titubans,VARIETY,Bolbitius titubans var. titubans,IE,Kilbarry, Blackpool,d2b97690-bfd6-11de-b279-d52977ace833,51.93168,-8.46958,100,,,,,,2015-10-20T00:00:00Z,20,10,2015,7073754,3323376,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-09T10:17:51.954Z,,COORDINATE_ROUNDED,,,
1229931579,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807779,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum rachodes,,SPECIES,Chlorophyllum rhacodes (Vittad.) Vellinga,IE,An Doire, Ballinahina, White's Cross,d2b97690-bfd6-11de-b279-d52977ace833,51.961296,-8.480072,100,,,,,,2015-10-10T00:00:00Z,10,10,2015,5955395,6014677,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.654Z,,COORDINATE_ROUNDED,,
1229931578,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807789,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,Ballycourcy, Enniscorthy, Co. Wexford,d2b97690-bfd6-11de-b279-d52977ace833,52.476213,-6.534154,100,,,,,,2014-11-11T00:00:00Z,11,11,2014,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.892Z,,COORDINATE_ROUNDED,,
1229931577,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807800,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,,SPECIES,Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson,IE,Rossbrook, Model Farm Road, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.890042,-8.538865,100,,,,,,2014-10-20T00:00:00Z,20,10,2014,2534578,2534578,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:40.393Z,,COORDINATE_ROUNDED,
1229931576,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807771,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida,Cassida rubiginosa,,SPECIES,Cassida rubiginosa Müller,1776,IE,An Doire, Ballinahina, White's Cross,d2b97690-bfd6-11de-b279-d52977ace833,51.961296,-8.480072,100,,,,,,2015-10-07T00:00:00Z,7,10,2015,4990526,4990526,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:22.347Z,,COORDINATE_ROUNDED,
1229931575,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807786,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,Curragheen River Walkway, Carrigrohane, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.892817,-8.521467,100,,,,,,2014-11-02T00:00:00Z,2,11,2014,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.356Z,,COORDINATE_ROUNDED,,
1229931574,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807787,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,,SPECIES,Clitocybe nebularis (Batsch) P.Kumm.,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.880988,-8.553279,100,,,,,,2014-11-05T00:00:00Z,5,11,2014,2531072,2531072,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.613Z,,COORDINATE_ROUNDED,,
1229931573,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807755,Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Badhamia,Badhamia utricularis,,SPECIES,Badhamia utricularis (Bull.) Berk.,1852,IE,Ballincollig Regional Park, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.893305,-8.607176,100,,,,,,2014-11-30T00:00:00Z,30,11,2014,3214309,3214309,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:09.754Z,,COORDINATE_ROUNDED,,
1229931572,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807758,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans,titubans,VARIETY,Bolbitius titubans var. titubans,IE,Crop fields, Carrigrohane, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.880988,-8.553279,100,,,,,,2014-05-02T00:00:00Z,2,5,2014,7073754,3323376,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:11.401Z,,COORDINATE_ROUNDED,,
1229931571,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807769,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Grypocoris,Grypocoris stysi,,SPECIES,Calocoris stysi Wagner,1968,IE,An Doire, Ballinahina, White's Cross,d2b97690-bfd6-11de-b279-d52977ace833,51.961296,-8.480072,100,,,,,,2015-07-07T00:00:00Z,7,7,2015,4487549,4487548,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:16.657Z,,COORDINATE_ROUNDED,
1229931570,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807770,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,Craterellus lutescens,,SPECIES,Cantharellus tubaeformis Fr.,IE,Ballinspittle Forest, Ballinspittle, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.661466,-8.599738,100,,,,,,2014-12-31T00:00:00Z,31,12,2014,5249537,8871787,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-09T10:14:54.906Z,,COORDINATE_ROUNDED,,
1229931569,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807784,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe fragrans,,SPECIES,Clitocybe fragrans (With.) P.Kumm.,IE,Melbourne Court, Model Farm Road, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.890968,-8.533066,100,,,,,,2014-01-07T00:00:00Z,7,1,2014,2531088,2531088,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:35.738Z,,COORDINATE_ROUNDED,,
1229931568,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807763,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans,titubans,VARIETY,Bolbitius titubans var. titubans,IE,Kilcully, Blackpool,d2b97690-bfd6-11de-b279-d52977ace833,51.933484,-8.468145,100,,,,,,2015-11-04T00:00:00Z,4,11,2015,7073754,3323376,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:11.570Z,,COORDINATE_ROUNDED,,,
1229931567,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807756,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Bjerkandera,Bjerkandera adusta,,SPECIES,Bjerkandera adusta (Willd.) P.Karst.,IE,Monilea, Mullingar, Co. Westmeath,d2b97690-bfd6-11de-b279-d52977ace833,53.581296,-7.303966,100,,,,,,2014-11-25T00:00:00Z,25,11,2014,2543824,2543824,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:10.547Z,,COORDINATE_ROUNDED,,
1229931566,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807765,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans,titubans,VARIETY,Bolbitius titubans var. titubans,IE,Kilbarry, Blackpool,d2b97690-bfd6-11de-b279-d52977ace833,51.928062,-8.475357,100,,,,,,2015-11-16T00:00:00Z,16,11,2015,7073754,3323376,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:11.432Z,,COORDINATE_ROUNDED,,,
1229931565,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807776,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginascens,,SPECIES,Chlorociboria aeruginascens (Nyl.) Kanouse ex C.S.Ramamurthi, Korf & L.R.Batra,IE,Ballincollig Regional Park, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.893305,-8.607176,100,,,,,,2014-11-30T00:00:00Z,30,11,2014,7245720,7245720,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:32.273Z,,COORDINATE_ROUNDED,,
1229931564,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807766,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,Cyanoboletus pulverulentus,,SPECIES,Boletus pulverulentus Opat.,1836,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.883678,-8.554764,100,,,,,,2014-11-04T00:00:00Z,4,11,2014,5954975,8140531,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:12.206Z,,COORDINATE_ROUNDED,
1229931563,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807773,Protozoa,Mycetozoa,Protosteliomycetes,Ceratiomyxales,Ceratiomyxaceae,Ceratiomyxa,Ceratiomyxa fruticulosa,,SPECIES,Ceratiomyxa fruticulosa (O.F.Müll.) T.Macbr.,1899,IE,River Bride, Glendule, Glenville,d2b97690-bfd6-11de-b279-d52977ace833,52.057693,-8.418414,100,,,,,,2015-11-19T00:00:00Z,19,11,2015,7823145,7823145,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:29.752Z,,COORDINATE_ROUNDED,
1229931562,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807768,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Grypocoris,Grypocoris stysi,,SPECIES,Calocoris stysi Wagner,1968,IE,Murphys Rock Blackpool,d2b97690-bfd6-11de-b279-d52977ace833,51.932573,-8.471043,100,,,,,,2015-07-01T00:00:00Z,1,7,2015,4487549,4487548,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:16.829Z,,COORDINATE_ROUNDED,,,
1229931561,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807757,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans,titubans,VARIETY,Bolbitius titubans var. titubans,IE,Beaumont Quarry, Ballintemple, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.89048,-8.432839,100,,,,,,2013-08-02T00:00:00Z,2,8,2013,7073754,3323376,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:10.933Z,,COORDINATE_ROUNDED,,
1229931560,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807797,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus disseminatus,,SPECIES,Coprinellus disseminatus (Pers.) J.E.Lange,IE,River Martin, Ardamadane, Blarney,d2b97690-bfd6-11de-b279-d52977ace833,51.947414,-8.570093,100,,,,,,2015-11-09T00:00:00Z,9,11,2015,2534625,2534625,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-09T10:18:00.105Z,,COORDINATE_ROUNDED,,
1229931559,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807767,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera cornea,,SPECIES,Calocera cornea (Batsch) Fr.,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.885516,-8.546073,100,,,,,,2014-11-19T00:00:00Z,19,11,2014,2512969,2512969,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:16.578Z,,COORDINATE_ROUNDED,,
1229931558,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807752,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,,SPECIES,Auricularia mesenterica (Dicks.) Pers.,IE,Carrigrohane, Model Farm Road, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.88909,-8.550473,100,,,,,,2014-02-18T00:00:00Z,18,2,2014,5249297,5249297,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248077E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:08.920Z,,COORDINATE_ROUNDED,,
1229931557,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807753,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,,SPECIES,Auricularia mesenterica (Dicks.) Pers.,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.881901,-8.550385,100,,,,,,2014-11-16T00:00:00Z,16,11,2014,5249297,5249297,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:09.163Z,,COORDINATE_ROUNDED,,
1229931556,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807774,Protozoa,Mycetozoa,Protosteliomycetes,Ceratiomyxales,Ceratiomyxaceae,Ceratiomyxa,Ceratiomyxa fruticulosa,,SPECIES,Ceratiomyxa fruticulosa (O.F.Müll.) T.Macbr.,1899,IE,River Glashaboy, Templeusque,d2b97690-bfd6-11de-b279-d52977ace833,51.963311,-8.423355,100,,,,,,2015-11-23T00:00:00Z,23,11,2015,7823145,7823145,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:29.566Z,,COORDINATE_ROUNDED,,
1229931555,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807754,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,,SPECIES,Auricularia mesenterica (Dicks.) Pers.,IE,Cereal fields west of CIT sports grounds, Bishopstown, Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.881901,-8.550385,100,,,,,,2014-12-01T00:00:00Z,1,12,2014,5249297,5249297,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248078E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:09.170Z,,COORDINATE_ROUNDED,,
1229931554,66a51aea-8662-4685-9fd0-9d4b596617d5,ie.nbdc.dataset.BiodiversityRecordsFromIreland.24380675624807735,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,,SPECIES,Auricularia auricula-judae (Bull.) Wettst.,IE,Ballincollig Regional Park, Ballincollig, Co. Cork,d2b97690-bfd6-11de-b279-d52977ace833,51.89332,-8.604271,100,,,,,,2014-01-02T00:00:00Z,2,1,2014,7861582,5249271,HUMAN_OBSERVATION,NBDC,BiodiversityRecordsFromIreland,2.43806756248077E+016,,,CC_BY_4_0,,Isobel Abbott,,,2018-07-07T03:39:09.485Z,,COORDINATE_ROUNDED,,
