gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
30940848,835727b6-f762-11e1-a439-00145eb45e9a,30940848,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Antirrhimum,Antirrhimum majus,,SPECIES,Antirrhimum majus L.,ES,CAMPRODON, a Rocabruna (Beget, Alta Garrotxa),32498aba-d8d4-4202-ae39-d795577cdc4a,42.314125,2.452677,,,,,,,1988-06-12T00:00:00Z,12,6,1988,6135876,6135876,HUMAN_OBSERVATION,HGI,S,13193,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:08:05.802Z
30940847,835727b6-f762-11e1-a439-00145eb45e9a,30940847,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Asarina,Asarina procumbens,,SPECIES,Antirrhinum asarina L.,ES,CAMPRODON, al cortal de Rocabruna (Beget, Alta Garrotxa),32498aba-d8d4-4202-ae39-d795577cdc4a,42.314125,2.452677,,,,,,,1987-07-29T00:00:00Z,29,7,1987,3741362,3729273,HUMAN_OBSERVATION,HGI,S,13192,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:08:05.865Z
30940846,835727b6-f762-11e1-a439-00145eb45e9a,30940846,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,Digitalis lutea,,SPECIES,Digitalis lutea L.,ES,MONTAGUT, al toll de Monars,32498aba-d8d4-4202-ae39-d795577cdc4a,42.31464,2.574017,,,,,,,1985-06-23T00:00:00Z,23,6,1985,5414990,5414990,HUMAN_OBSERVATION,HGI,S,13188,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:10:36.076Z,
30940845,835727b6-f762-11e1-a439-00145eb45e9a,30940845,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,Digitalis lutea,,SPECIES,Digitalis lutea L.,ES,MONTAGUT, prop del pont d'en Valentí (Oix),32498aba-d8d4-4202-ae39-d795577cdc4a,42.31464,2.574017,,,,,,,1985-06-14T00:00:00Z,14,6,1985,5414990,5414990,HUMAN_OBSERVATION,HGI,S,13187,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:10:36.061Z,
30940844,835727b6-f762-11e1-a439-00145eb45e9a,30940844,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Misopates,Misopates orontium,,SPECIES,Antirrhinum orontium L.,ES,BESALÚ,32498aba-d8d4-4202-ae39-d795577cdc4a,42.224968,2.695794,,,,,,,1987-05-21T00:00:00Z,21,5,1987,3171146,3171145,HUMAN_OBSERVATION,HGI,S,13171,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:08:05.795Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940843,835727b6-f762-11e1-a439-00145eb45e9a,30940843,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,font-queri,VARIETY,Anthyllis vulneraria var. font-queri (Rothm.) Cullen,ES,TERRADES, a la serra de Santa Magdalena  [ssp. gandogeri  (Sagorski) Maire],32498aba-d8d4-4202-ae39-d795577cdc4a,42.328804,2.822736,,,,,,,1997-06-24T00:00:00Z,24,6,1997,5627189,5352367,HUMAN_OBSERVATION,HGI,S,12839,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:04.374Z,
30940842,835727b6-f762-11e1-a439-00145eb45e9a,30940842,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista sagittalis,sagittale,SUBSPECIES,Chamaespartum sagittale subsp. sagittale,ES,RIUDARENES, prop de la mare de Déu de Montcorb,32498aba-d8d4-4202-ae39-d795577cdc4a,41.806183,2.703803,,,,,,,1997-05-15T00:00:00Z,15,5,1997,9622010,5347702,HUMAN_OBSERVATION,HGI,S,12808,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:09:18.901Z,
30940841,835727b6-f762-11e1-a439-00145eb45e9a,30940841,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Argyrolobium,Argyrolobium zanonii,,SPECIES,Argyrolobium zanonii (Turra) P.W.Ball,ES,CASSÀ DE LA SELVA, cap a Esclet,32498aba-d8d4-4202-ae39-d795577cdc4a,41.851517,2.8602,,,,,,,1997-03-15T00:00:00Z,15,3,1997,2963689,2963689,HUMAN_OBSERVATION,HGI,S,12807,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:08:16.053Z,
30940840,835727b6-f762-11e1-a439-00145eb45e9a,30940840,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coronilla,Coronilla scorpioides,,SPECIES,Coronilla scorpioides Koch,ES,LLORET DE MAR, en clarianes d'una brolla en antics conreus,32498aba-d8d4-4202-ae39-d795577cdc4a,41.689342,2.824502,,,,,,,1997-06-01T00:00:00Z,1,6,1997,5348644,5348644,HUMAN_OBSERVATION,HGI,S,12776,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:09:55.927Z,
30940839,835727b6-f762-11e1-a439-00145eb45e9a,30940839,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Oeosporangium,Oeosporangium pteridioides,,SPECIES,Cheilanthes pteridioides (Reich.) C.Chr.,ES,COLERA, sota puig d'Esquers, al camí de mas Patiràs,32498aba-d8d4-4202-ae39-d795577cdc4a,42.391937,3.101996,,,,,,,1997-06-07T00:00:00Z,7,6,1997,7335446,9783509,HUMAN_OBSERVATION,HGI,S,12774,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:09:22.135Z
30940838,835727b6-f762-11e1-a439-00145eb45e9a,30940838,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium coronopus,,SPECIES,Coronopus squamatus (Forssk.) Asch.,ES,CASTELLÓ D'EMPÚRIES, camps recentment inundats, El Tamariuar,32498aba-d8d4-4202-ae39-d795577cdc4a,42.283867,3.101821,,,,,,,1996-05-20T00:00:00Z,20,5,1996,5376633,5376627,HUMAN_OBSERVATION,HGI,S,12764,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:09:56.746Z
30940837,835727b6-f762-11e1-a439-00145eb45e9a,30940837,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Bunias,Bunias erucago,,SPECIES,Bunias erucago L.,ES,PAU, turonets de Sant Pere Pau, Els Comuns,32498aba-d8d4-4202-ae39-d795577cdc4a,42.30188,3.10185,,,,,,,1996-04-14T00:00:00Z,14,4,1996,3050357,3050357,HUMAN_OBSERVATION,HGI,S,12761,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:08:49.816Z
30940836,835727b6-f762-11e1-a439-00145eb45e9a,30940836,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus pelecinus,,SPECIES,Biserrula pelecinus L.,ES,PAU, turonets de Sant Pere Pau, Els comuns,32498aba-d8d4-4202-ae39-d795577cdc4a,42.30188,3.10185,,,,,,,1996-04-14T00:00:00Z,14,4,1996,2938473,5346369,HUMAN_OBSERVATION,HGI,S,12760,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:08:36.863Z
30940835,835727b6-f762-11e1-a439-00145eb45e9a,30940835,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus tragacantha,,SPECIES,Astragalus tragacantha L.,ES,CASTELLÓ D'EMPÚRIES, a la Rubina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.256809,3.138148,,,,,,,1996-04-14T00:00:00Z,14,4,1996,5346065,5346065,HUMAN_OBSERVATION,HGI,S,12758,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:08:23.729Z,
30940834,835727b6-f762-11e1-a439-00145eb45e9a,30940834,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,gracile,SUBSPECIES,Dorycnium pentaphyllum subsp. gracile (Jord.) Rouy,ES,CASTELLÓ D'EMPÚRIES, itinerari del Cortalet,32498aba-d8d4-4202-ae39-d795577cdc4a,42.220833,3.089603,,,,,,,1996-06-07T00:00:00Z,7,6,1996,5938985,2959128,HUMAN_OBSERVATION,HGI,S,12746,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:10:39.869Z,
30940833,835727b6-f762-11e1-a439-00145eb45e9a,30940833,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bellardia,Bellardia trixago,,SPECIES,Bellardia trixago All.,ES,CASTELLÓ D'EMPÚRIES, a la Rubina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.256809,3.138148,,,,,,,1996-06-14T00:00:00Z,14,6,1996,5414976,5414976,HUMAN_OBSERVATION,HGI,S,12734,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:08:33.869Z,
30940832,835727b6-f762-11e1-a439-00145eb45e9a,30940832,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium hirsutum,,SPECIES,Dorycnium hirsutum Ser.,ES,SANT MIQUEL DE FLUVIÀ, a l'estany de Palol,32498aba-d8d4-4202-ae39-d795577cdc4a,42.184841,3.016894,,,,,,,1996-05-18T00:00:00Z,18,5,1996,2959124,2959124,HUMAN_OBSERVATION,HGI,S,12708,,,CC_BY_4_0,,S. Watt,,,2018-07-06T21:10:39.868Z,
30940831,835727b6-f762-11e1-a439-00145eb45e9a,30940831,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica montana,robertiana,SUBSPECIES,Brassica oleracea subsp. robertiana (J.Gay) Bonnier & Layens,ES,TOSSA DE MAR, a la cala Salionç,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1986-03-15T00:00:00Z,15,3,1986,3042832,3042829,HUMAN_OBSERVATION,HGI,S,1257,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:08:44.440Z,
30940830,835727b6-f762-11e1-a439-00145eb45e9a,30940830,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,forondae,SUBSPECIES,Anthyllis vulneraria subsp. forondae (Sennen) Cullen,ES,LA JONQUERA, entre el coll de les Canals i el de l'Auleda,32498aba-d8d4-4202-ae39-d795577cdc4a,42.445984,2.907525,,,,,,,1997-05-31T00:00:00Z,31,5,1997,5352431,5352367,HUMAN_OBSERVATION,HGI,S,12551,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:04.467Z,
30940829,835727b6-f762-11e1-a439-00145eb45e9a,30940829,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium rectum,,SPECIES,Dorycnium rectum Ser.,ES,LLANÇÀ,32498aba-d8d4-4202-ae39-d795577cdc4a,42.40535,3.181005,,,,,,,1980-09-23T00:00:00Z,23,9,1980,2959118,2959118,HUMAN_OBSERVATION,HGI,S,1254,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:10:39.835Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940828,835727b6-f762-11e1-a439-00145eb45e9a,30940828,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium rectum,,SPECIES,Dorycnium rectum Ser.,ES,CASTELL-PLATJA D'ARO, al torrent de Vallvanera,32498aba-d8d4-4202-ae39-d795577cdc4a,41.865097,3.058982,,,,,,,1988-02-15T00:00:00Z,15,2,1988,2959118,2959118,HUMAN_OBSERVATION,HGI,S,1253,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:10:39.828Z,
30940827,835727b6-f762-11e1-a439-00145eb45e9a,30940827,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,pentaphyllum,SUBSPECIES,Dorycnium pentaphyllum subsp. pentaphyllum,ES,CALDES DE MALAVELLA, a Santa Ceclina,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1981-05-10T00:00:00Z,10,5,1981,7224594,2959128,HUMAN_OBSERVATION,HGI,S,1252,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:10:39.819Z,
30940826,835727b6-f762-11e1-a439-00145eb45e9a,30940826,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,pentaphyllum,SUBSPECIES,Dorycnium pentaphyllum subsp. pentaphyllum,ES,TORROELLA DE MONTGRÍ,32498aba-d8d4-4202-ae39-d795577cdc4a,42.045101,3.179979,,,,,,,,,,,7224594,2959128,HUMAN_OBSERVATION,HGI,S,1251,,,CC_BY_4_0,,L. Polo i R. Massip,,,2018-07-06T21:10:39.818Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940825,835727b6-f762-11e1-a439-00145eb45e9a,30940825,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,pentaphyllum,SUBSPECIES,Dorycnium pentaphyllum subsp. pentaphyllum,ES,L'ESCALA,32498aba-d8d4-4202-ae39-d795577cdc4a,42.135166,3.180234,,,,,,,1979-12-15T00:00:00Z,15,12,1979,7224594,2959128,HUMAN_OBSERVATION,HGI,S,1250,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:10:39.819Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940824,835727b6-f762-11e1-a439-00145eb45e9a,30940824,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,pentaphyllum,SUBSPECIES,Dorycnium pentaphyllum subsp. pentaphyllum,ES,PORTBOU,32498aba-d8d4-4202-ae39-d795577cdc4a,42.40535,3.181005,,,,,,,1977-04-15T00:00:00Z,15,4,1977,7224594,2959128,HUMAN_OBSERVATION,HGI,S,1249,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:10:39.821Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940823,835727b6-f762-11e1-a439-00145eb45e9a,30940823,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium pentaphyllum,pentaphyllum,SUBSPECIES,Dorycnium pentaphyllum subsp. pentaphyllum,ES,ROSES, al cap Norfeu,32498aba-d8d4-4202-ae39-d795577cdc4a,42.224976,3.301663,,,,,,,1977-03-01T00:00:00Z,1,3,1977,7224594,2959128,HUMAN_OBSERVATION,HGI,S,1248,,,CC_BY_4_0,,L. Polo i J. Girbal,,,2018-07-06T21:10:39.763Z,
30940822,835727b6-f762-11e1-a439-00145eb45e9a,30940822,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium fulgurans,fulgurans,SUBSPECIES,Dorycnium pentaphyllum subsp. fulgurans (Porta) Cardona, L.Lorens & E.Sierra,ES,MAÓ, a Favàritx,32498aba-d8d4-4202-ae39-d795577cdc4a,39.966866,4.228237,,,,,,,1986-04-02T00:00:00Z,2,4,1986,3972815,2959116,HUMAN_OBSERVATION,HGI,S,1247,,,CC_BY_4_0,,N. Terés,,,2018-07-06T21:10:39.846Z
30940821,835727b6-f762-11e1-a439-00145eb45e9a,30940821,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium hirsutum,,SPECIES,Dorycnium hirsutum Ser.,ES,LLAGOSTERA,prop de la carretera de Tossa, cap a la casa de peons caminers,32498aba-d8d4-4202-ae39-d795577cdc4a,41.775024,2.938576,,,,,,,1981-05-31T00:00:00Z,31,5,1981,2959124,2959124,HUMAN_OBSERVATION,HGI,S,1246,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:10:39.836Z
30940820,835727b6-f762-11e1-a439-00145eb45e9a,30940820,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium hirsutum,,SPECIES,Dorycnium hirsutum Ser.,ES,BONMATÍ,32498aba-d8d4-4202-ae39-d795577cdc4a,41.954777,2.697083,,,,,,,1977-06-03T00:00:00Z,3,6,1977,2959124,2959124,HUMAN_OBSERVATION,HGI,S,1245,,,CC_BY_4_0,,J.M. Torrent,,,2018-07-06T21:10:39.807Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940819,835727b6-f762-11e1-a439-00145eb45e9a,30940819,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,Dorycnium hirsutum,,SPECIES,Dorycnium hirsutum Ser.,ES,TORROELLA DE MONTGRÍ,32498aba-d8d4-4202-ae39-d795577cdc4a,42.045101,3.179979,,,,,,,1979-04-21T00:00:00Z,21,4,1979,2959124,2959124,HUMAN_OBSERVATION,HGI,S,1244,,,CC_BY_4_0,,L. Polo i R. Massip,,,2018-07-06T21:10:39.857Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940818,835727b6-f762-11e1-a439-00145eb45e9a,30940818,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia,Agrimonia procera,,SPECIES,Agrimonia procera Wallr.,ES,CAMPRODON, cap a Beget,32498aba-d8d4-4202-ae39-d795577cdc4a,42.314125,2.452677,,,,,,,1978-07-15T00:00:00Z,15,7,1978,3002121,3002121,HUMAN_OBSERVATION,HGI,S,124,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:07:42.072Z,
30940817,835727b6-f762-11e1-a439-00145eb45e9a,30940817,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Argyrolobium,Argyrolobium zanonii,,SPECIES,Argyrolobium zanonii (Turra) P.W.Ball,ES,TORROELLA DE FLUVIÀ, en un prat sec al Revellar (Vilacolum),32498aba-d8d4-4202-ae39-d795577cdc4a,42.193848,3.029008,,,,,,,1997-05-22T00:00:00Z,22,5,1997,2963689,2963689,HUMAN_OBSERVATION,HGI,S,12375,,,CC_BY_4_0,,P. Gesti,,,2018-07-06T21:08:16.122Z,
30940816,835727b6-f762-11e1-a439-00145eb45e9a,30940816,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium coronopus,,SPECIES,Coronopus squamatus (Forssk.) Asch.,ES,CASTELLÓ D'EMPÚRIES, pista entre el Cortalet i l'estany d'en Túries,32498aba-d8d4-4202-ae39-d795577cdc4a,42.229828,3.101734,,,,,,,1997-05-13T00:00:00Z,13,5,1997,5376633,5376627,HUMAN_OBSERVATION,HGI,S,12372,,,CC_BY_4_0,,P. Gesti,,,2018-07-06T21:09:56.746Z,
30940815,835727b6-f762-11e1-a439-00145eb45e9a,30940815,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis tenuifolia,,SPECIES,Diplotaxis tenuifolia DC.,ES,L'ESCALA, erms cap a Montgó,32498aba-d8d4-4202-ae39-d795577cdc4a,42.135166,3.180234,,,,,,,1979-06-07T00:00:00Z,7,6,1979,5376426,5376426,HUMAN_OBSERVATION,HGI,S,1237,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:10:38Z,
30940814,835727b6-f762-11e1-a439-00145eb45e9a,30940814,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis erucoides,,SPECIES,Diplotaxis erucoides DC.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1976-03-24T00:00:00Z,24,3,1976,5376309,5376309,HUMAN_OBSERVATION,HGI,S,1236,,,CC_BY_4_0,,M.C. Iglesias,,,2018-07-06T21:10:37.983Z,
30940813,835727b6-f762-11e1-a439-00145eb45e9a,30940813,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Tripodion,Tripodion tetraphyllum,,SPECIES,Anthyllis tetraphylla L.,ES,SANT CLIMENT SESCEBES, al Prat Llarg, pradells terofítics de terrenys calcaris,32498aba-d8d4-4202-ae39-d795577cdc4a,42.36496,2.956221,,,,,,,1997-05-25T00:00:00Z,25,5,1997,5350173,2947289,HUMAN_OBSERVATION,HGI,S,12352,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:04.601Z
30940812,835727b6-f762-11e1-a439-00145eb45e9a,30940812,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bellardia,Bellardia trixago,,SPECIES,Bellardia trixago All.,ES,SANT CLIMENT SESCEBES, al Prat Llarg, pradells terofítics de terrenys calcaris,32498aba-d8d4-4202-ae39-d795577cdc4a,42.36496,2.956221,,,,,,,1997-05-25T00:00:00Z,25,5,1997,5414976,5414976,HUMAN_OBSERVATION,HGI,S,12351,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:34.131Z
30940811,835727b6-f762-11e1-a439-00145eb45e9a,30940811,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis erucoides,,SPECIES,Diplotaxis erucoides DC.,ES,CASTELLOLÍ,32498aba-d8d4-4202-ae39-d795577cdc4a,41.587986,1.739014,,,,,,,1969-02-06T00:00:00Z,6,2,1969,5376309,5376309,HUMAN_OBSERVATION,HGI,S,1235,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:10:37.976Z,,GEODETIC_DATUM_ASSUMED_WGS84
30940810,835727b6-f762-11e1-a439-00145eb45e9a,30940810,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis erucoides,,SPECIES,Diplotaxis erucoides DC.,ES,ANGLÈS, prop de l'antiga via del tren,32498aba-d8d4-4202-ae39-d795577cdc4a,41.954395,2.576425,,,,,,,1976-03-29T00:00:00Z,29,3,1976,5376309,5376309,HUMAN_OBSERVATION,HGI,S,1234,,,CC_BY_4_0,,C. Rostan,,,2018-07-06T21:10:37.985Z,
30940809,835727b6-f762-11e1-a439-00145eb45e9a,30940809,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia,Agrimonia eupatoria,,SPECIES,Agrimonia eupatoria L.,ES,TORROELLA DE MONTGRÍ, cap a Santa Caterina,32498aba-d8d4-4202-ae39-d795577cdc4a,42.045101,3.179979,,,,,,,1994-11-28T00:00:00Z,28,11,1994,3001956,3001956,HUMAN_OBSERVATION,HGI,S,123,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:07:41.396Z,
30940808,835727b6-f762-11e1-a439-00145eb45e9a,30940808,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Bunias,Bunias erucago,,SPECIES,Bunias erucago L.,ES,PALAU-SAVERDERA, en un sembrat entre les Torroelles i Vilaüt,32498aba-d8d4-4202-ae39-d795577cdc4a,42.283855,3.11395,,,,,,,1997-05-03T00:00:00Z,3,5,1997,3050357,3050357,HUMAN_OBSERVATION,HGI,S,12292,,,CC_BY_4_0,,P. Gesti,,,2018-07-06T21:08:49.839Z,
30940807,835727b6-f762-11e1-a439-00145eb45e9a,30940807,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coronilla,Coronilla repanda,,SPECIES,Coronilla repanda (Poir.) Guss.,ES,LA JONQUERA, prop de l'ermita de Santa Llucia, en una brolla poc densa,32498aba-d8d4-4202-ae39-d795577cdc4a,42.427959,2.895395,,,,,,,1997-04-16T00:00:00Z,16,4,1997,5348653,5348653,HUMAN_OBSERVATION,HGI,S,12271,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:09:55.923Z
30940806,835727b6-f762-11e1-a439-00145eb45e9a,30940806,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Biscutella,Biscutella laevigata,,SPECIES,Biscutella laevigata L.,ES,LA JONQUERA, ermita de Santa Llúcia, talús saulonòs [ssp. flexuosa (Jord.) O Bolòs et F.Masclans],32498aba-d8d4-4202-ae39-d795577cdc4a,42.427959,2.895395,,,,,,,1997-04-16T00:00:00Z,16,4,1997,3041800,3041800,HUMAN_OBSERVATION,HGI,S,12268,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:36.078Z
30940805,835727b6-f762-11e1-a439-00145eb45e9a,30940805,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus monspessulanus,chlorocyaneus,SUBSPECIES,Astragalus monspessulanus subsp. chlorocyaneus (Boiss. & Reut.) O.de Bolòs, J.Vigo, R.M.Masalles & J.M.Ninot,ES,SANT CLIMENT SESCEBES, vers el Prat Llarg,32498aba-d8d4-4202-ae39-d795577cdc4a,42.36496,2.956221,,,,,,,1997-04-09T00:00:00Z,9,4,1997,5346601,5346583,HUMAN_OBSERVATION,HGI,S,12242,,,CC_BY_4_0,,J. Font,,
30940804,835727b6-f762-11e1-a439-00145eb45e9a,30940804,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coronilla,Coronilla minima,minima,SUBSPECIES,Coronilla minima subsp. minima,ES,SANT CLIMENT SESCEBES, vers el Prat Llarg,32498aba-d8d4-4202-ae39-d795577cdc4a,42.36496,2.956221,,,,,,,1997-04-09T00:00:00Z,9,4,1997,7224674,5348647,HUMAN_OBSERVATION,HGI,S,12240,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:09:55.926Z,
30940803,835727b6-f762-11e1-a439-00145eb45e9a,30940803,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coronilla,Coronilla scorpioides,,SPECIES,Coronilla scorpioides Koch,ES,SANT CLIMENT SESCEBES, vers l'Ullastre, en un olivet,32498aba-d8d4-4202-ae39-d795577cdc4a,42.364964,2.968365,,,,,,,1997-04-09T00:00:00Z,9,4,1997,5348644,5348644,HUMAN_OBSERVATION,HGI,S,12231,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:09:55.928Z
30940802,835727b6-f762-11e1-a439-00145eb45e9a,30940802,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Argyrolobium,Argyrolobium zanonii,,SPECIES,Argyrolobium zanonii (Turra) P.W.Ball,ES,ESPOLLA, al Arreganyats,32498aba-d8d4-4202-ae39-d795577cdc4a,42.419003,2.992647,,,,,,,1997-03-29T00:00:00Z,29,3,1997,2963689,2963689,HUMAN_OBSERVATION,HGI,S,12217,,,CC_BY_4_0,,J. Font,,,2018-07-06T21:08:15.987Z,
30940801,835727b6-f762-11e1-a439-00145eb45e9a,30940801,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,Digitalis lutea,,SPECIES,Digitalis lutea L.,ES,SETCASES, a Ulldeter,32498aba-d8d4-4202-ae39-d795577cdc4a,42.403538,2.330384,,,,,,,1978-07-17T00:00:00Z,17,7,1978,5414990,5414990,HUMAN_OBSERVATION,HGI,S,1221,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:10:36.065Z,
30940800,835727b6-f762-11e1-a439-00145eb45e9a,30940800,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Tripodion,Tripodion tetraphyllum,,SPECIES,Anthyllis tetraphylla L.,ES,VENTALLÓ, en una brolla al puig d'Estragués,32498aba-d8d4-4202-ae39-d795577cdc4a,42.148808,3.053193,,,,,,,1997-04-03T00:00:00Z,3,4,1997,5350173,2947289,HUMAN_OBSERVATION,HGI,S,12202,,,CC_BY_4_0,,P. Gesti,,,2018-07-06T21:08:04.623Z,
