id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214474137												VAL	VAL_bry			PreservedSpecimen					214474137	2476-1			A. Ederra																																		1982	6	1													ES		Z			Moncayo													41.779998779297	-1.8400000333786							0																																													Heterocladium dimorphum (Brid.) B., S. & G.								Plantae				Pterigynandraceae	Heterocladium		dimorphum				(Brid.) B., S. & G.					
214474136												VAL	VAL_bry			PreservedSpecimen					214474136	2474-1																																																				ES		AL			Sierra del cabo de Gata, proximo al faro													36.729999542236	-2.1900000572205							0																																													Funariella curviseta (Schwägr.) Sérgio								Plantae				Funariaceae	Funariella		curviseta				(Schwägr.) Sérgio					
214474135												VAL	VAL_bry			PreservedSpecimen					214474135	2446-1			Mateo																																		1980	4	1													ES		CU			Los Chicoteros													39.740001678467	-1.3700000047684							0																																													Cratoneuron filicinum (Hedw.) Spruce								Plantae				Amblystegiaceae	Cratoneuron		filicinum				(Hedw.) Spruce					
214474134												VAL	VAL_bry			PreservedSpecimen					214474134	2445-1			Mateo																																		1979	5	1													ES		CU			Aliaguilla, Peña Molar													39.740001678467	-1.4800000190735							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474133												VAL	VAL_bry			PreservedSpecimen					214474133	2444-1			Mateo																																		1977	6	19													ES		CU			Aliaguilla													39.740001678467	-1.3700000047684							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474132												VAL	VAL_bry			PreservedSpecimen					214474132	2441-1			Mateo																																		1981	8	1													ES		LO			Hayedo de Valvanera													42.090000152588	-2.8800001144409							0																																													Atrichum undulatum (Hedw.) P. Beauv.								Plantae				Polytrichaceae	Atrichum		undulatum				(Hedw.) P. Beauv.					
214474131												VAL	VAL_bry			PreservedSpecimen					214474131	2440-1			Mateo																																		1979	6	1													ES		CU			Talayuelas, Picarcho													39.830001831055	-1.25							0																																													Antitrichia curtipendula (Hedw.) Brid.								Plantae				Leucodontaceae	Antitrichia		curtipendula				(Hedw.) Brid.					
214474130												VAL	VAL_bry			PreservedSpecimen					214474130	2433-1			Mateo																																		1977	6	1													ES		CU			Collado de Ranera													39.740001678467	-1.3700000047684							0																																													Hedwigia ciliata (Hedw.) P. Beauv.								Plantae				Hedwigiaceae	Hedwigia		ciliata				(Hedw.) P. Beauv.					
214474129												VAL	VAL_bry			PreservedSpecimen					214474129	2432-1			Mateo																																		1977	5	20													ES		CU			Aliaguilla													39.740001678467	-1.3700000047684							0																																													Hedwigia ciliata (Hedw.) P. Beauv.								Plantae				Hedwigiaceae	Hedwigia		ciliata				(Hedw.) P. Beauv.					
214474128												VAL	VAL_bry			PreservedSpecimen					214474128	2431-1			Mateo																																		1979	3	1													ES		CU			Peña Roya													39.740001678467	-1.3700000047684							0																																													Hedwigia ciliata (Hedw.) P. Beauv.								Plantae				Hedwigiaceae	Hedwigia		ciliata				(Hedw.) P. Beauv.					
214474127												VAL	VAL_bry			PreservedSpecimen					214474127	2429-1			Mateo																																		1978	12	1													ES		TE			Cantavieja, Cuarto Pelado													40.529998779297	-0.51999998092651							0																																													Fissidens dubius Beauv.								Plantae				Fissidentaceae	Fissidens		dubius				Beauv.					
214474126												VAL	VAL_bry			PreservedSpecimen					214474126	2427-1			G. Mateo																																		1977	6	4													ES		CU			Mira, Pico Resollo													39.650001525879	-1.3700000047684							0																																													Encalypta streptocarpa Hedw.								Plantae				Encalyptaceae	Encalypta		streptocarpa				Hedw.					
214474125												VAL	VAL_bry			PreservedSpecimen					214474125	2421-1			Mateo																																																	ES		CU			Priego													40.380001068115	-2.4100000858307							0																																													Eucladium B., S. & G.								Plantae				Pottiaceae	Eucladium						B., S. & G.					
214474124												VAL	VAL_bry			PreservedSpecimen					214474124	2420-1			Mateo																																		1980	5	1													ES		CU			Talayuelas, Barranco de la Chapedilla													39.830001831055	-1.25							0																																													Eucladium B., S. & G.								Plantae				Pottiaceae	Eucladium						B., S. & G.					
214474123												VAL	VAL_bry			PreservedSpecimen					214474123	24-1			Puche																																		1977	7	17													ES		TE			Cantavieja, Cuarto Pelado, prado húmedo													40.439998626709	-0.51999998092651							0																																													Calliergonella cuspidata (Hedw.) Loeske								Plantae				Amblystegiaceae	Calliergonella		cuspidata				(Hedw.) Loeske					
214474122												VAL	VAL_bry			PreservedSpecimen					214474122	2405-1			G. Mateo																																		1980	5	1													ES		CU			Graja de Campalbo													39.830001831055	-1.3600000143051							0																																													Dicranum scoparium Hedw.								Plantae				Dicranaceae	Dicranum		scoparium				Hedw.					
214474121												VAL	VAL_bry			PreservedSpecimen					214474121	2404-1			Mateo																																		1979	3	1													ES					Castellares																					0																																													Frullania tamarisci (L.) Dum.								Plantae				Jubulaceae	Frullania		tamarisci				(L.) Dum.					
214474120												VAL	VAL_bry			PreservedSpecimen					214474120	2401-1			G. Mateo																																		1979	8	1													ES		O			Soto de Luiña													43.5	-6.2800002098083							0																																													Diplophyllum albicans (L.) Dum.								Plantae				Scapaniaceae	Diplophyllum		albicans				(L.) Dum.					
214474119												VAL	VAL_bry			PreservedSpecimen					214474119	2400-1			G. Mateo																																		1979	8	1													ES		S			Nansa													43.25	-4.4800000190735							0																																													Diplophyllum albicans (L.) Dum.								Plantae				Scapaniaceae	Diplophyllum		albicans				(L.) Dum.					
214474118												VAL	VAL_bry			PreservedSpecimen					214474118	2388-1			Mateo																																		1979	6	1													ES		CU			Talayuelas, Picarcho													39.830001831055	-1.25							0																																													Antitrichia curtipendula (Hedw.) Brid.								Plantae				Leucodontaceae	Antitrichia		curtipendula				(Hedw.) Brid.					
214474117												VAL	VAL_bry			PreservedSpecimen					214474117	2387-1			Mateo																																		1980	8	1													ES		CU			Talayuelas, Picarcho													39.830001831055	-1.25							0																																													Barbilophozia barbata (Schmid. ex Schreb.) Loeske								Plantae				Jungermanniaceae	Barbilophozia		barbata				(Schmid. ex Schreb.) Loeske					
214474116												VAL	VAL_bry			PreservedSpecimen					214474116	2386-1			Mateo																																		1979	5	1													ES		CU			Aliaguilla, Peña Molar													39.740001678467	-1.4800000190735							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474115												VAL	VAL_bry			PreservedSpecimen					214474115	2385-1			Mateo																																		1979	3	1													ES		CU			Madroñerales													39.740001678467	-1.3700000047684							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474114												VAL	VAL_bry			PreservedSpecimen					214474114	2300-1			G. Mateo																																		1976	5	1													ES		CU			Sierra de Mira													39.740001678467	-1.3700000047684							0																																													Dicranum scoparium Hedw.								Plantae				Dicranaceae	Dicranum		scoparium				Hedw.					
214474113												VAL	VAL_bry			PreservedSpecimen					214474113	2290-1			G. Mateo																																		1975	9	1													ES		TE			Cedrillas													40.409999847412	-0.81000000238419							0																																													Dicranum scoparium Hedw.								Plantae				Dicranaceae	Dicranum		scoparium				Hedw.					
214474112												VAL	VAL_bry			PreservedSpecimen					214474112	2287-1			Mateo																																		1979	3	1													ES		CU			Madroñerales													39.740001678467	-1.3700000047684							0																																													Bryum alpinum With.								Plantae				Bryaceae	Bryum		alpinum				With.					
214474111												VAL	VAL_bry			PreservedSpecimen					214474111	2280-1			Puche																																		1979	10	10													ES		TE			Cantavieja				1600									40.529998779297	-0.51999998092651							0																																													Encalypta vulgaris Hedw.								Plantae				Encalyptaceae	Encalypta		vulgaris				Hedw.					
214474110												VAL	VAL_bry			PreservedSpecimen					214474110	2233-1			Losada																																		1985	7	2													ES		TF			Los Silos, monte Aguas y Pasos				1200									28.309999465942	-16.840000152588							0																																													Grimmia decipiens (K. F. Schultz) Lindb.								Plantae				Grimmiaceae	Grimmia		decipiens				(K. F. Schultz) Lindb.					
214474109												VAL	VAL_bry			PreservedSpecimen					214474109	2232-1			Elías																																		1989	2	3													ES		SA			Valle de las Batuecas				600									41.360000610352	-6.1100001335144							0																																													Fissidens polyphyllus Wils. ex B., S. & G.								Plantae				Fissidentaceae	Fissidens		polyphyllus				Wils. ex B., S. & G.					
214474108												VAL	VAL_bry			PreservedSpecimen					214474108	2231-1			Elías																																		1988	3	15													ES		SA			Monte Mayor del Río				675									40.340000152588	-5.9000000953674							0																																													Fabronia pusilla Raddi								Plantae				Fabroniaceae	Fabronia		pusilla				Raddi					
214474107												VAL	VAL_bry			PreservedSpecimen					214474107	2230-1			J. H. Gonzalez																																		1987	11	5													ES		TF			El Hierro, ladera de Tanganasoga				1100									28.659999847412	-16.040000915527							0																																													Exormotheca pustulosa Mitt.								Plantae				Exormothecaceae	Exormotheca		pustulosa				Mitt.					
214474106												VAL	VAL_bry			PreservedSpecimen					214474106	2228-1			M. Infante																																		1987	12	7													ES		BI			Baracaldo, Barranco Mendierrella				80									43.25	-3.0199999809265							0																																													Dumortiera hirsuta (Sw.) Nees								Plantae				Marchantiaceae	Dumortiera		hirsuta				(Sw.) Nees					
214474105												VAL	VAL_bry			PreservedSpecimen					214474105	2227-1			Casas																																		1989	7	5													ES		HU			Selva de Oza													42.790000915527	-0.80000001192093							0																																													Ditrichum flexicaule (Schwägr.) Hampe								Plantae				Ditrichaceae	Ditrichum		flexicaule				(Schwägr.) Hampe					
214474104												VAL	VAL_bry			PreservedSpecimen					214474104	2226-1			J. Reinos																																		1989	4	2													ES		C			Río Ulla, Ponte de San Xusto				250									43.740001678467	-7.8299999237061							0																																													Cryphaea lamyana (Mont.) C. Müll.								Plantae				Cryphaeaceae	Cryphaea		lamyana				(Mont.) C. Müll.					
214474103												VAL	VAL_bry			PreservedSpecimen					214474103	2224-1			J. Reinoso																																		1989	4	2													ES		C			Río Ulla, Ponte de San Xusto				250									43.75	-8.210000038147							0																																													Cinclidotus fontinaloides (Hedw.) P. Beauv.								Plantae				Pottiaceae	Cinclidotus		fontinaloides				(Hedw.) P. Beauv.					
